image_name,xmin,xmax,ymin,ymax,class_id
1522981535.png,194,374,170,294,4
1522981536.png,161,341,158,282,4
1522981537.png,177,357,145,269,4
1522981538.png,150,330,167,291,4
1522981539.png,158,338,164,288,4
1522981540.png,189,369,152,276,4
1522981541.png,194,374,148,272,4
1522981557.png,252,360,186,306,4
1522981558.png,263,371,175,295,4
1522981559.png,255,363,167,287,4
1522981560.png,269,377,156,276,4
1522981561.png,260,368,189,309,4
1522981562.png,245,353,186,306,4
1522981563.png,202,310,191,311,4
1522981564.png,179,287,178,298,4
1522981565.png,243,351,163,283,4
1522981566.png,261,369,165,285,4
1522981583.png,315,449,215,343,4
1522981584.png,252,386,210,338,4
1522981585.png,206,340,191,319,4
1522981586.png,201,335,191,319,4
1522981587.png,210,344,181,309,4
1522981588.png,206,340,195,323,4
1522981589.png,192,326,185,313,4
1522981590.png,199,333,181,309,4
1522981591.png,183,317,194,322,4
1522981592.png,87,221,208,336,4
1522981593.png,179,313,210,338,4
1522981594.png,227,361,209,337,4
1522981595.png,206,340,213,341,4
1522981610.png,201,345,233,333,4
1522981611.png,225,369,238,338,4
1522981612.png,239,383,224,324,4
1522981613.png,233,377,211,311,4
1522981614.png,187,331,215,315,4
1522981615.png,200,344,188,288,4
1522981616.png,173,317,221,321,4
1522981617.png,194,338,215,315,4
1522981618.png,212,356,190,290,4
1522981619.png,176,320,218,318,4
1522981620.png,160,304,232,332,4
1522981621.png,231,375,249,349,4
1522981622.png,280,424,280,380,4
1522981623.png,229,373,258,358,4
1522981624.png,234,378,260,360,4
1522981625.png,245,389,273,373,4
1522981626.png,259,403,269,369,4
1522981627.png,270,414,223,323,4
1522981628.png,243,387,261,361,4
1522981629.png,265,409,253,353,4
1522981630.png,247,391,251,351,4
1522981631.png,262,406,262,362,4
1522981632.png,267,411,240,340,4
1522981633.png,259,403,242,342,4
1522981634.png,227,371,238,338,4
1522981635.png,244,388,240,340,4
1522981636.png,246,390,242,342,4
1522981637.png,260,404,218,318,4
1522981638.png,246,390,213,313,4
1522981639.png,250,394,228,328,4
1522981640.png,189,333,257,357,4
1522981641.png,179,323,258,358,4
1522981642.png,212,356,236,336,4
1522981643.png,209,353,215,315,4
1522981644.png,196,340,228,328,4
1522981645.png,193,337,237,337,4
1522981646.png,194,338,226,326,4
1522981647.png,224,368,228,328,4
1522981648.png,237,381,212,312,4
1522981649.png,209,353,201,301,4
1522981650.png,208,352,209,309,4
1522981651.png,211,355,202,302,4
1522981652.png,173,317,212,312,4
1522981653.png,134,278,242,342,4
1522981654.png,151,295,235,335,4
1522981655.png,199,343,248,348,4
1522981656.png,242,386,274,374,4
1522981657.png,249,393,266,366,4
1522981658.png,256,400,218,318,4
1522981659.png,263,407,207,307,4
1522981660.png,182,326,240,340,4
1522981661.png,189,333,285,385,4
1522981662.png,169,313,247,347,4
1522981663.png,201,345,222,322,4
1522981664.png,205,349,221,321,4
1522981665.png,142,286,242,342,4
1522981666.png,153,297,228,328,4
1522981667.png,231,375,210,310,4
1522981668.png,226,370,205,305,4
1522981669.png,139,283,252,352,4
1522981670.png,156,300,229,329,4
1522981671.png,206,350,223,323,4
1522981672.png,222,366,222,322,4
1522981673.png,219,363,228,328,4
1522981674.png,206,350,228,328,4
1522981675.png,165,309,223,323,4
1522981676.png,184,328,214,314,4
1522981677.png,192,336,202,302,4
1522981678.png,187,331,204,304,4
1522981679.png,206,350,189,289,4
1522981680.png,221,365,187,287,4
1522981681.png,196,340,198,298,4
1522981682.png,186,330,214,314,4
1522981683.png,218,362,204,304,4
1522981684.png,196,340,197,297,4
1522981685.png,164,308,224,324,4
1522981686.png,164,308,254,354,4
1522981687.png,169,313,257,357,4
1522981688.png,169,313,261,361,4
1522981689.png,233,377,261,361,4
1522981690.png,223,367,261,361,4
1522981691.png,182,326,239,339,4
1522981692.png,163,307,253,353,4
1522981693.png,195,339,228,328,4
1522981694.png,206,350,222,322,4
1522981695.png,213,357,217,317,4
1522981696.png,226,370,220,320,4
